station,valid,tmpc,dwpc,relh,alti,mslp
RJAI,2011-10-20 00:00,16.00,8.00,59.01,30.36,M
RJAI,2011-10-20 01:00,17.00,9.00,59.26,30.33,M
RJAI,2011-10-20 02:00,19.00,11.00,59.74,30.33,M
RJAI,2011-10-20 03:00,19.00,11.00,59.74,30.30,M
RJAI,2011-10-20 04:00,20.00,10.00,52.51,30.27,M
RJAI,2011-10-20 05:00,20.00,10.00,52.51,30.27,M
RJAI,2011-10-20 06:00,20.00,11.00,56.13,30.27,M
RJAI,2011-10-20 21:40,16.00,11.00,72.20,30.27,M
RJAI,2011-10-20 22:00,16.00,11.00,72.20,30.30,M
RJAI,2011-10-20 23:00,16.00,11.00,72.20,30.30,M
RJAI,2011-10-21 00:00,17.00,11.00,67.75,30.30,M
RJAI,2011-10-21 01:00,18.00,11.00,63.60,30.27,M
RJAI,2011-10-21 02:00,19.00,12.00,63.82,30.27,M
RJAI,2011-10-21 03:00,19.00,13.00,68.15,30.24,M
RJAI,2011-10-21 04:00,20.00,13.00,64.04,30.21,M
RJAI,2011-10-21 05:00,20.00,13.00,64.04,30.18,M
RJAI,2011-10-21 06:00,20.00,13.00,64.04,30.21,M
RJAI,2011-10-23 22:40,19.00,16.00,82.74,29.97,M
RJAI,2011-10-23 22:40,19.00,16.00,82.74,29.97,M
RJAI,2011-10-23 23:00,19.00,15.00,77.60,29.97,M
RJAI,2011-10-24 00:00,19.00,14.00,72.74,29.97,M
RJAI,2011-10-24 01:00,19.00,14.00,72.74,29.97,M
RJAI,2011-10-24 02:00,20.00,14.00,68.35,29.94,M
RJAI,2011-10-24 03:00,20.00,15.00,72.92,29.94,M
RJAI,2011-10-24 04:00,21.00,15.00,68.55,29.91,M
RJAI,2011-10-24 04:09,22.00,15.00,64.48,29.91,M
RJAI,2011-10-24 04:09,22.00,15.00,64.48,29.91,M
RJAI,2011-10-24 05:00,22.00,15.00,64.48,29.88,M
RJAI,2011-10-24 06:00,21.00,15.00,68.55,29.88,M
RJAI,2011-10-25 00:00,20.00,16.00,77.75,29.83,M
RJAI,2011-10-25 01:00,22.00,16.00,68.75,29.80,M
RJAI,2011-10-25 02:00,24.00,14.00,53.55,29.80,M
RJAI,2011-10-25 03:00,25.00,13.00,47.25,29.77,M
RJAI,2011-10-25 04:00,24.00,15.00,57.12,29.74,M
RJAI,2011-10-25 05:00,26.00,12.00,41.69,29.74,M
RJAI,2011-10-25 06:00,26.00,12.00,41.69,29.74,M
RJAI,2011-10-26 00:00,16.00,1.00,36.16,30.03,M
RJAI,2011-10-26 01:00,17.00,0.00,31.56,30.03,M
RJAI,2011-10-26 02:00,17.00,0.00,31.56,30.03,M
RJAI,2011-10-26 03:00,19.00,0.00,27.83,30.00,M
RJAI,2011-10-26 04:00,19.00,0.00,27.83,30.00,M
RJAI,2011-10-26 05:00,18.00,0.00,29.63,30.00,M
RJAI,2011-10-26 06:00,19.00,0.00,27.83,30.00,M
RJAI,2011-10-26 20:30,11.00,2.00,53.81,30.24,M
RJAI,2011-10-26 20:30,11.00,2.00,53.81,30.24,M
RJAI,2011-10-26 21:00,11.00,2.00,53.81,30.27,M
RJAI,2011-10-26 22:00,12.00,2.00,50.36,30.30,M
RJAI,2011-10-26 23:00,12.00,2.00,50.36,30.30,M
RJAI,2011-10-27 00:00,14.00,3.00,47.44,30.33,M
RJAI,2011-10-27 01:00,15.00,2.00,41.42,30.33,M
RJAI,2011-10-27 02:00,16.00,0.00,33.64,30.33,M
RJAI,2011-10-27 03:00,17.00,0.00,31.56,30.30,M
RJAI,2011-10-27 04:00,18.00,0.00,29.63,30.30,M
RJAI,2011-10-27 05:00,18.00,0.00,29.63,30.30,M
RJAI,2011-10-27 06:00,19.00,2.00,32.14,30.30,M
RJAI,2011-10-27 21:00,11.00,5.00,66.48,30.39,M
RJAI,2011-10-27 22:00,11.00,5.00,66.48,30.39,M
RJAI,2011-10-27 23:00,13.00,5.00,58.27,30.39,M
RJAI,2011-10-28 00:00,14.00,6.00,58.52,30.39,M
RJAI,2011-10-28 01:00,16.00,5.00,48.00,30.39,M
RJAI,2011-10-28 02:00,17.00,5.00,45.04,30.36,M
RJAI,2011-10-28 03:00,18.00,5.00,42.28,30.33,M
RJAI,2011-10-28 04:00,18.00,6.00,45.32,30.30,M
RJAI,2011-10-28 05:00,18.00,6.00,45.32,30.27,M
RJAI,2011-10-28 06:00,19.00,6.00,42.57,30.27,M
RJAI,2011-10-28 07:00,20.00,6.00,40.00,30.24,M
RJAI,2011-10-28 08:00,19.00,8.00,48.83,30.24,M
RJAI,2011-10-31 00:00,16.00,10.00,67.54,30.06,M
RJAI,2011-10-31 01:00,19.00,10.00,55.88,30.06,M
RJAI,2011-10-31 02:00,20.00,9.00,49.10,30.06,M
RJAI,2011-10-31 03:00,21.00,10.00,49.37,30.03,M
RJAI,2011-10-31 04:00,21.00,9.00,46.16,30.03,M
RJAI,2011-10-31 05:00,21.00,11.00,52.77,30.03,M
RJAI,2011-10-31 06:00,22.00,8.00,40.57,30.03,M
RJAI,2011-11-07 00:00,17.00,13.00,77.29,29.88,M
RJAI,2011-11-07 01:00,19.00,12.00,63.82,29.88,M
RJAI,2011-11-07 02:00,21.00,12.00,56.38,29.88,M
RJAI,2011-11-07 03:00,21.00,12.00,56.38,29.85,M
RJAI,2011-11-07 04:00,21.00,11.00,52.77,29.83,M
RJAI,2011-11-07 05:00,22.00,11.00,49.64,29.83,M
RJAI,2011-11-07 06:00,22.00,10.00,46.43,29.83,M
RJAI,2011-11-07 20:40,15.00,7.00,58.77,29.91,M
RJAI,2011-11-07 20:40,15.00,7.00,58.77,29.91,M
RJAI,2011-11-07 21:00,14.00,8.00,67.12,29.91,M
RJAI,2011-11-07 22:00,14.00,9.00,71.83,29.94,M
RJAI,2011-11-07 23:00,13.00,9.00,76.66,29.94,M
RJAI,2011-11-08 00:00,13.00,8.00,71.64,29.97,M
RJAI,2011-11-08 01:00,15.00,9.00,67.33,29.97,M
RJAI,2011-11-08 02:00,15.00,8.00,62.92,29.94,M
RJAI,2011-11-08 03:00,16.00,6.00,51.45,29.94,M
RJAI,2011-11-08 04:00,16.00,7.00,55.12,29.94,M
RJAI,2011-11-08 05:00,17.00,8.00,55.37,29.91,M
RJAI,2011-11-08 06:00,16.00,6.00,51.45,29.94,M
RJAI,2011-11-09 00:00,13.00,3.00,50.64,30.09,M
RJAI,2011-11-09 01:00,14.00,3.00,47.44,30.09,M
RJAI,2011-11-09 02:00,15.00,3.00,44.47,30.06,M
RJAI,2011-11-09 03:00,16.00,3.00,41.71,30.03,M
RJAI,2011-11-09 04:00,16.00,3.00,41.71,30.03,M
RJAI,2011-11-09 05:00,16.00,3.00,41.71,30.03,M
RJAI,2011-11-09 06:00,16.00,2.00,38.85,30.00,M
RJAI,2011-11-10 00:00,13.00,6.00,62.46,30.12,M
RJAI,2011-11-10 01:00,14.00,6.00,58.52,30.12,M
RJAI,2011-11-10 02:00,15.00,6.00,54.86,30.12,M
RJAI,2011-11-10 03:00,16.00,6.00,51.45,30.09,M
RJAI,2011-11-10 04:00,15.00,5.00,51.18,30.06,M
RJAI,2011-11-10 05:00,15.00,5.00,51.18,30.06,M
RJAI,2011-11-10 06:00,15.00,5.00,51.18,30.06,M
RJAI,2011-11-11 00:00,11.00,7.00,76.34,30.09,M
RJAI,2011-11-11 01:00,11.00,8.00,81.74,30.09,M
RJAI,2011-11-11 01:52,11.00,8.00,81.74,30.06,M
RJAI,2011-11-11 02:00,11.00,9.00,87.47,30.06,M
RJAI,2011-11-11 02:12,11.00,9.00,87.47,30.06,M
RJAI,2011-11-11 03:00,11.00,8.00,81.74,30.06,M
RJAI,2011-11-11 04:00,11.00,9.00,87.47,30.00,M
RJAI,2011-11-11 05:00,11.00,9.00,87.47,30.00,M
RJAI,2011-11-11 06:00,11.00,10.00,93.55,30.00,M
RJAI,2011-11-14 00:00,16.00,8.00,59.01,29.97,M
RJAI,2011-11-14 01:00,17.00,7.00,51.72,29.97,M
RJAI,2011-11-14 02:00,18.00,7.00,48.55,29.94,M
RJAI,2011-11-14 03:00,19.00,7.00,45.60,29.91,M
RJAI,2011-11-14 04:00,19.00,8.00,48.83,29.91,M
RJAI,2011-11-14 05:00,20.00,8.00,45.88,29.88,M
RJAI,2011-11-14 06:00,20.00,10.00,52.51,29.88,M
RJAI,2011-11-15 00:00,13.00,5.00,58.27,30.09,M
RJAI,2011-11-15 01:00,14.00,5.00,54.60,30.09,M
RJAI,2011-11-15 02:00,14.00,3.00,47.44,30.09,M
RJAI,2011-11-15 03:00,15.00,2.00,41.42,30.06,M
RJAI,2011-11-15 04:00,16.00,2.00,38.85,30.03,M
RJAI,2011-11-15 05:00,16.00,2.00,38.85,30.03,M
RJAI,2011-11-15 06:00,15.00,4.00,47.72,30.06,M
RJAI,2011-11-15 21:45,9.00,-2.00,46.02,30.24,M
RJAI,2011-11-15 21:45,9.00,-2.00,46.02,30.24,M
RJAI,2011-11-15 22:00,10.00,-2.00,43.03,30.27,M
RJAI,2011-11-15 23:00,10.00,-3.00,39.95,30.27,M
RJAI,2011-11-16 00:00,11.00,-3.00,37.38,30.27,M
RJAI,2011-11-16 01:00,12.00,-4.00,32.46,30.30,M
RJAI,2011-11-16 02:00,13.00,-4.00,30.40,30.27,M
RJAI,2011-11-16 03:00,14.00,-3.00,30.69,30.27,M
RJAI,2011-11-16 04:00,15.00,-3.00,28.77,30.24,M
RJAI,2011-11-16 05:00,14.00,-4.00,28.48,30.24,M
RJAI,2011-11-16 06:00,16.00,-4.00,25.04,30.24,M
RJAI,2011-11-16 07:00,15.00,-4.00,26.70,30.24,M
RJAI,2011-11-16 21:45,11.00,-2.00,40.25,30.24,M
RJAI,2011-11-16 21:45,11.00,-2.00,40.25,30.24,M
RJAI,2011-11-16 22:00,12.00,-2.00,37.67,30.27,M
RJAI,2011-11-16 23:00,12.00,-3.00,34.98,30.30,M
RJAI,2011-11-17 00:00,13.00,-4.00,30.40,30.30,M
RJAI,2011-11-17 01:00,15.00,-4.00,26.70,30.30,M
RJAI,2011-11-17 02:00,16.00,-7.00,19.94,30.27,M
RJAI,2011-11-17 03:00,18.00,-7.00,17.56,30.27,M
RJAI,2011-11-17 04:00,17.00,-7.00,18.71,30.24,M
RJAI,2011-11-17 05:00,18.00,-5.00,20.46,30.27,M
RJAI,2011-11-17 06:00,18.00,-4.00,22.06,30.27,M
RJAI,2011-11-18 00:00,11.00,0.00,46.59,30.30,M
RJAI,2011-11-18 01:00,11.00,1.00,50.08,30.27,M
RJAI,2011-11-18 02:00,12.00,1.00,46.88,30.27,M
RJAI,2011-11-18 03:00,12.00,1.00,46.88,30.21,M
RJAI,2011-11-18 04:00,13.00,2.00,47.16,30.18,M
RJAI,2011-11-18 05:00,14.00,3.00,47.44,30.15,M
RJAI,2011-11-18 05:51,15.00,4.00,47.72,30.15,M
RJAI,2011-11-18 05:51,15.00,4.00,47.72,30.15,M
RJAI,2011-11-18 06:00,15.00,4.00,47.72,30.15,M
RJAI,2011-11-20 20:40,11.00,2.00,53.81,29.97,M
RJAI,2011-11-20 20:40,11.00,2.00,53.81,29.97,M
RJAI,2011-11-20 21:00,11.00,1.00,50.08,29.97,M
RJAI,2011-11-20 22:00,11.00,0.00,46.59,30.00,M
RJAI,2011-11-20 23:00,12.00,0.00,43.61,30.03,M
RJAI,2011-11-21 00:00,11.00,-1.00,43.32,30.03,M
RJAI,2011-11-21 01:00,14.00,-1.00,35.57,30.03,M
RJAI,2011-11-21 02:00,15.00,-2.00,30.98,30.00,M
RJAI,2011-11-21 03:00,15.00,-3.00,28.77,29.97,M
RJAI,2011-11-21 04:00,16.00,-4.00,25.04,29.97,M
RJAI,2011-11-21 05:00,16.00,-4.00,25.04,29.97,M
RJAI,2011-11-21 06:00,15.00,-4.00,26.70,30.00,M
RJAI,2011-11-22 00:00,9.00,-3.00,42.73,30.27,M
RJAI,2011-11-22 01:00,11.00,-5.00,32.17,30.27,M
RJAI,2011-11-22 02:00,12.00,-5.00,30.11,30.24,M
RJAI,2011-11-22 03:00,13.00,-6.00,26.13,30.24,M
RJAI,2011-11-22 04:00,13.00,-6.00,26.13,30.21,M
RJAI,2011-11-22 05:00,14.00,-5.00,26.42,30.21,M
RJAI,2011-11-22 06:00,15.00,-3.00,28.77,30.21,M
RJAI,2011-11-24 00:00,12.00,5.00,62.23,29.77,M
RJAI,2011-11-24 01:00,16.00,5.00,48.00,29.77,M
RJAI,2011-11-24 02:00,18.00,0.00,29.63,29.74,M
RJAI,2011-11-24 03:00,18.00,2.00,34.22,29.74,M
RJAI,2011-11-24 04:00,18.00,1.00,31.85,29.74,M
RJAI,2011-11-24 05:00,18.00,-6.00,18.96,29.74,M
RJAI,2011-11-24 06:00,17.00,-6.00,20.20,29.77,M
RJAI,2011-11-25 00:00,10.00,-4.00,37.08,30.06,M
RJAI,2011-11-25 01:00,11.00,-5.00,32.17,30.06,M
RJAI,2011-11-25 02:00,13.00,-5.00,28.20,30.06,M
RJAI,2011-11-25 03:00,15.00,-5.00,24.76,30.03,M
RJAI,2011-11-25 04:00,15.00,-5.00,24.76,30.03,M
RJAI,2011-11-25 05:00,15.00,-6.00,22.95,30.03,M
RJAI,2011-11-25 06:00,16.00,-6.00,21.53,30.06,M
RJAI,2011-11-28 00:00,10.00,3.00,61.76,30.33,M
RJAI,2011-11-28 01:00,11.00,2.00,53.81,30.30,M
RJAI,2011-11-28 02:00,12.00,2.00,50.36,30.27,M
RJAI,2011-11-28 03:00,13.00,1.00,43.90,30.27,M
RJAI,2011-11-28 04:00,14.00,2.00,44.19,30.24,M
RJAI,2011-11-28 05:00,14.00,1.00,41.13,30.24,M
RJAI,2011-11-28 06:00,14.00,2.00,44.19,30.24,M
RJAI,2011-11-28 07:00,14.00,3.00,47.44,30.24,M
RJAI,2011-11-28 08:00,13.00,3.00,50.64,30.24,M
RJAI,2011-11-29 00:00,12.00,4.00,58.02,30.15,M
RJAI,2011-11-29 01:00,13.00,3.00,50.64,30.15,M
RJAI,2011-11-29 02:00,14.00,3.00,47.44,30.12,M
RJAI,2011-11-29 03:00,16.00,3.00,41.71,30.12,M
RJAI,2011-11-29 04:00,16.00,2.00,38.85,30.09,M
RJAI,2011-11-29 05:00,17.00,3.00,39.14,30.06,M
RJAI,2011-11-29 06:00,17.00,3.00,39.14,30.06,M
RJAI,2011-11-30 00:00,14.00,8.00,67.12,30.06,M
RJAI,2011-11-30 01:00,15.00,10.00,72.01,30.06,M
RJAI,2011-11-30 02:00,16.00,10.00,67.54,30.03,M
RJAI,2011-11-30 03:00,17.00,9.00,59.26,29.97,M
RJAI,2011-11-30 04:00,18.00,7.00,48.55,29.94,M
RJAI,2011-11-30 05:00,18.00,9.00,55.63,29.91,M
RJAI,2011-11-30 06:00,18.00,8.00,51.98,29.94,M
RJAI,2011-12-01 00:00,7.00,5.00,87.09,30.09,M
RJAI,2011-12-01 01:00,7.00,5.00,87.09,30.09,M
RJAI,2011-12-01 02:00,6.00,4.00,86.99,30.09,M
RJAI,2011-12-01 02:50,6.00,4.00,86.99,30.06,M
RJAI,2011-12-01 03:00,6.00,4.00,86.99,30.06,M
RJAI,2011-12-01 04:00,7.00,3.00,75.68,30.06,M
RJAI,2011-12-01 05:00,6.00,2.00,75.50,30.06,M
RJAI,2011-12-01 06:00,7.00,2.00,70.48,30.09,M
RJAI,2011-12-02 00:00,4.00,1.00,80.79,30.21,M
RJAI,2011-12-02 01:00,6.00,1.00,70.28,30.24,M
RJAI,2011-12-02 01:40,5.00,0.00,70.08,30.24,M
RJAI,2011-12-02 02:00,6.00,0.00,65.38,30.21,M
RJAI,2011-12-02 03:00,6.00,0.00,65.38,30.18,M
RJAI,2011-12-02 04:00,6.00,-2.00,56.48,30.18,M
RJAI,2011-12-02 05:00,6.00,-2.00,56.48,30.18,M
RJAI,2011-12-02 06:00,6.00,-2.00,56.48,30.15,M
RJAI,2011-12-05 00:00,11.00,0.00,46.59,30.12,M
RJAI,2011-12-05 01:00,13.00,0.00,40.84,30.12,M
RJAI,2011-12-05 02:00,14.00,0.00,38.26,30.12,M
RJAI,2011-12-05 03:00,14.00,-1.00,35.57,30.09,M
RJAI,2011-12-05 04:00,15.00,-2.00,30.98,30.09,M
RJAI,2011-12-05 05:00,14.00,-2.00,33.05,30.12,M
RJAI,2011-12-05 06:00,14.00,-3.00,30.69,30.12,M
RJAI,2011-12-06 00:00,8.00,-3.00,45.73,30.39,M
RJAI,2011-12-06 01:00,8.00,-3.00,45.73,30.39,M
RJAI,2011-12-06 02:00,9.00,-5.00,36.78,30.36,M
RJAI,2011-12-06 03:00,9.00,-3.00,42.73,30.30,M
RJAI,2011-12-06 04:00,9.00,-2.00,46.02,30.30,M
RJAI,2011-12-06 05:00,9.00,-1.00,49.53,30.27,M
RJAI,2011-12-06 06:00,9.00,0.00,53.27,30.27,M
RJAI,2011-12-07 00:00,8.00,1.00,61.28,30.18,M
RJAI,2011-12-07 01:00,9.00,0.00,53.27,30.15,M
RJAI,2011-12-07 02:00,10.00,0.00,49.81,30.15,M
RJAI,2011-12-07 03:00,12.00,1.00,46.88,30.09,M
RJAI,2011-12-07 04:00,13.00,1.00,43.90,30.06,M
RJAI,2011-12-07 05:00,12.00,1.00,46.88,30.03,M
RJAI,2011-12-07 06:00,13.00,2.00,47.16,30.03,M
RJAI,2011-12-08 00:00,8.00,3.00,70.68,29.88,M
RJAI,2011-12-08 01:00,8.00,3.00,70.68,29.88,M
RJAI,2011-12-08 02:00,8.00,3.00,70.68,29.88,M
RJAI,2011-12-08 03:00,8.00,2.00,65.83,29.83,M
RJAI,2011-12-08 04:00,8.00,2.00,65.83,29.83,M
RJAI,2011-12-08 05:00,8.00,4.00,75.84,29.83,M
RJAI,2011-12-08 05:44,8.00,5.00,81.34,29.80,M
RJAI,2011-12-08 06:00,7.00,5.00,87.09,29.83,M
RJAI,2011-12-09 00:00,3.00,1.00,86.69,29.91,M
RJAI,2011-12-09 00:25,3.00,1.00,86.69,29.91,M
RJAI,2011-12-09 01:00,3.00,1.00,86.69,29.91,M
RJAI,2011-12-09 02:00,4.00,1.00,80.79,29.91,M
RJAI,2011-12-09 03:00,5.00,2.00,80.93,29.91,M
RJAI,2011-12-09 04:00,5.00,0.00,70.08,29.88,M
RJAI,2011-12-09 05:00,7.00,0.00,61.03,29.88,M
RJAI,2011-12-09 06:00,8.00,-1.00,53.00,29.91,M
RJAI,2011-12-12 00:00,8.00,-1.00,53.00,30.09,M
RJAI,2011-12-12 01:00,10.00,-1.00,46.31,30.09,M
RJAI,2011-12-12 02:00,13.00,-2.00,35.28,30.06,M
RJAI,2011-12-12 03:00,13.00,-2.00,35.28,30.03,M
RJAI,2011-12-12 04:00,14.00,-2.00,33.05,30.00,M
RJAI,2011-12-12 05:00,15.00,-1.00,33.35,30.00,M
RJAI,2011-12-12 06:00,14.00,0.00,38.26,29.97,M
RJAI,2011-12-12 22:40,7.00,0.00,61.03,30.21,M
RJAI,2011-12-12 23:00,7.00,0.00,61.03,30.24,M
RJAI,2011-12-13 00:00,9.00,0.00,53.27,30.24,M
RJAI,2011-12-13 01:00,10.00,-2.00,43.03,30.24,M
RJAI,2011-12-13 02:00,11.00,-3.00,37.38,30.24,M
RJAI,2011-12-13 03:00,12.00,-5.00,30.11,30.21,M
RJAI,2011-12-13 04:00,13.00,-5.00,28.20,30.18,M
RJAI,2011-12-13 05:00,13.00,-5.00,28.20,30.21,M
RJAI,2011-12-13 06:00,14.00,-4.00,28.48,30.21,M
RJAI,2011-12-14 00:00,6.00,-1.00,60.79,30.21,M
RJAI,2011-12-14 01:00,6.00,-1.00,60.79,30.18,M
RJAI,2011-12-14 02:00,7.00,-2.00,52.72,30.15,M
RJAI,2011-12-14 03:00,7.00,-1.00,56.74,30.12,M
RJAI,2011-12-14 04:00,8.00,-1.00,53.00,30.09,M
RJAI,2011-12-14 05:00,8.00,-1.00,53.00,30.06,M
RJAI,2011-12-14 06:00,9.00,0.00,53.27,30.06,M
RJAI,2011-12-14 21:40,7.00,3.00,75.68,29.88,M
RJAI,2011-12-14 22:00,7.00,3.00,75.68,29.88,M
RJAI,2011-12-14 23:00,7.00,3.00,75.68,29.88,M
RJAI,2011-12-15 00:00,9.00,3.00,66.05,29.88,M
RJAI,2011-12-15 01:00,12.00,4.00,58.02,29.88,M
RJAI,2011-12-15 02:00,13.00,3.00,50.64,29.85,M
RJAI,2011-12-15 03:00,14.00,0.00,38.26,29.80,M
RJAI,2011-12-15 04:00,17.00,1.00,33.93,29.77,M
RJAI,2011-12-15 05:00,17.00,-1.00,29.35,29.77,M
RJAI,2011-12-15 06:00,16.00,3.00,41.71,29.77,M
RJAI,2011-12-16 00:00,9.00,1.00,57.26,29.80,M
RJAI,2011-12-16 01:00,10.00,1.00,53.54,29.80,M
RJAI,2011-12-16 02:00,11.00,2.00,53.81,29.77,M
RJAI,2011-12-16 03:00,11.00,1.00,50.08,29.74,M
RJAI,2011-12-16 04:00,12.00,1.00,46.88,29.71,M
RJAI,2011-12-16 05:00,14.00,0.00,38.26,29.71,M
RJAI,2011-12-16 06:00,13.00,1.00,43.90,29.71,M
RJAI,2011-12-19 00:00,5.00,-4.00,52.17,30.06,M
RJAI,2011-12-19 01:00,6.00,-5.00,45.14,30.09,M
RJAI,2011-12-19 02:00,8.00,-4.00,42.44,30.06,M
RJAI,2011-12-19 03:00,8.00,-4.00,42.44,30.03,M
RJAI,2011-12-19 04:00,9.00,-3.00,42.73,30.00,M
RJAI,2011-12-19 05:00,8.00,-3.00,45.73,30.00,M
RJAI,2011-12-19 06:00,10.00,-3.00,39.95,30.00,M
RJAI,2011-12-20 00:00,6.00,-6.00,41.84,30.12,M
RJAI,2011-12-20 01:00,8.00,-7.00,33.79,30.15,M
RJAI,2011-12-20 02:00,9.00,-8.00,29.23,30.12,M
RJAI,2011-12-20 03:00,9.00,-8.00,29.23,30.12,M
RJAI,2011-12-20 04:00,9.00,-8.00,29.23,30.09,M
RJAI,2011-12-20 05:00,11.00,-8.00,25.56,30.09,M
RJAI,2011-12-20 06:00,9.00,-9.00,27.04,30.09,M
RJAI,2011-12-20 07:00,10.00,-8.00,27.33,30.12,M
RJAI,2011-12-20 08:00,9.00,-8.00,29.23,30.12,M
RJAI,2011-12-21 00:00,4.00,-4.00,55.95,30.21,M
RJAI,2011-12-21 01:00,5.00,-5.00,48.39,30.21,M
RJAI,2011-12-21 02:00,5.00,-6.00,44.85,30.18,M
RJAI,2011-12-21 03:00,8.00,-5.00,39.36,30.12,M
RJAI,2011-12-21 04:00,8.00,-5.00,39.36,30.09,M
RJAI,2011-12-21 05:00,8.00,-4.00,42.44,30.09,M
RJAI,2011-12-21 06:00,9.00,-3.00,42.73,30.09,M
RJAI,2011-12-22 00:00,4.00,-2.00,64.93,29.91,M
RJAI,2011-12-22 01:00,5.00,-2.00,60.54,29.91,M
RJAI,2011-12-22 02:00,5.00,-1.00,65.16,29.85,M
RJAI,2011-12-22 03:00,5.00,-2.00,60.54,29.83,M
RJAI,2011-12-22 04:00,6.00,-1.00,60.79,29.77,M
RJAI,2011-12-22 05:00,7.00,-1.00,56.74,29.74,M
RJAI,2011-12-22 06:00,7.00,-1.00,56.74,29.71,M
RJAI,2011-12-26 00:00,4.00,-9.00,38.15,30.00,M
RJAI,2011-12-26 01:00,4.00,-10.00,35.26,30.00,M
RJAI,2011-12-26 02:00,6.00,-11.00,28.34,29.97,M
RJAI,2011-12-26 03:00,8.00,-11.00,24.71,29.94,M
RJAI,2011-12-26 04:00,9.00,-13.00,19.66,29.94,M
RJAI,2011-12-26 05:00,8.00,-15.00,17.87,29.94,M
RJAI,2011-12-26 06:00,8.00,-13.00,21.04,29.97,M
RJAI,2011-12-27 00:00,4.00,-10.00,35.26,30.24,M
RJAI,2011-12-27 01:00,5.00,-13.00,25.87,30.24,M
RJAI,2011-12-27 02:00,6.00,-14.00,22.25,30.21,M
RJAI,2011-12-27 03:00,7.00,-15.00,19.13,30.18,M
RJAI,2011-12-27 04:00,8.00,-14.00,19.40,30.18,M
RJAI,2011-12-27 05:00,8.00,-15.00,17.87,30.15,M
RJAI,2011-12-27 06:00,9.00,-13.00,19.66,30.18,M
RJAI,2011-12-28 00:00,4.00,-11.00,32.58,30.30,M
RJAI,2011-12-28 01:00,5.00,-12.00,28.04,30.30,M
RJAI,2011-12-28 02:00,7.00,-11.00,26.45,30.27,M
RJAI,2011-12-28 03:00,8.00,-11.00,24.71,30.24,M
RJAI,2011-12-28 04:00,9.00,-10.00,24.99,30.21,M
RJAI,2011-12-28 05:00,9.00,-10.00,24.99,30.21,M
RJAI,2011-12-28 06:00,9.00,-8.00,29.23,30.21,M
RJAI,2012-01-07 20:40,2.00,-11.00,37.53,30.30,M
RJAI,2012-01-11 00:18,5.00,-3.00,56.22,29.85,M
RJAI,2012-01-18 20:45,2.00,-6.00,55.41,30.21,M
RJAI,2012-01-23 02:36,7.00,1.00,65.61,29.71,M
RJAI,2012-01-26 02:04,4.00,-11.00,32.58,29.97,M
RJAI,2012-01-29 20:45,1.00,-13.00,34.34,30.03,M
RJAI,2012-01-29 23:21,2.00,-14.00,29.47,30.06,M
RJAI,2012-01-30 01:53,4.00,-14.00,25.58,30.06,M
RJAI,2012-02-01 01:50,9.00,-7.00,31.57,29.68,M
RJAI,2012-02-02 05:16,3.00,-20.00,16.59,29.71,M
RJAI,2012-02-06 00:47,4.00,-3.00,60.29,30.21,M
RJAI,2012-02-06 02:24,4.00,-1.00,69.88,30.18,M
RJAI,2012-02-07 00:32,6.00,4.00,86.99,29.50,M
RJAI,2012-02-16 20:30,2.00,-1.00,80.51,29.77,M
RJAI,2012-02-23 04:35,7.00,5.00,87.09,29.50,M
RJAI,2012-02-27 08:43,5.00,-15.00,21.97,30.09,M
RJAI,2012-02-29 22:20,3.00,1.00,86.69,30.12,M
RJAI,2012-03-07 22:30,8.00,3.00,70.68,30.03,M
RJAI,2012-03-08 00:10,8.00,3.00,70.68,30.03,M
RJAI,2012-03-10 01:32,3.00,2.00,93.14,29.88,M
RJAI,2012-03-12 04:35,10.00,-12.00,19.93,29.74,M
RJAI,2012-03-12 06:05,10.00,-15.00,15.61,29.77,M
RJAI,2012-03-12 06:18,10.00,-13.00,18.39,29.77,M
RJAI,2012-03-12 23:30,4.00,-12.00,30.07,30.09,M
RJAI,2012-03-13 22:40,4.00,-4.00,55.95,30.24,M
RJAI,2012-03-18 01:26,11.00,6.00,71.26,29.71,M
RJAI,2012-03-27 21:40,6.00,-2.00,56.48,30.06,M
RJAI,2012-04-03 05:02,15.00,10.00,72.01,29.62,M
RJAI,2012-04-06 07:06,13.00,-10.00,19.16,29.68,M
RJAI,2012-04-11 00:52,16.00,8.00,59.01,29.85,M
RJAI,2012-05-01 03:39,18.00,14.00,77.45,30.06,M
RJAI,2012-05-02 02:31,19.00,13.00,68.15,29.91,M
RJAI,2012-05-02 04:18,18.00,15.00,82.62,29.88,M
RJAI,2012-05-06 22:30,15.00,9.00,67.33,29.83,M
RJAI,2012-05-09 03:03,20.00,13.00,64.04,29.83,M
RJAI,2012-05-09 05:04,22.00,13.00,56.63,29.80,M
RJAI,2012-05-10 04:23,22.00,4.00,30.77,29.68,M
RJAI,2012-05-10 04:50,22.00,5.00,33.00,29.71,M
RJAI,2012-05-10 05:40,15.00,10.00,72.01,29.74,M
RJAI,2012-05-15 05:11,17.00,15.00,88.00,29.68,M
RJAI,2012-05-16 21:40,18.00,12.00,67.95,29.68,M
RJAI,2012-05-18 03:30,18.00,10.00,59.50,29.65,M
RJAI,2012-05-18 04:22,20.00,9.00,49.10,29.65,M
RJAI,2012-05-22 00:23,13.00,10.00,81.99,30.03,M
